Date,Description,Amount,Transaction Type,Category,Account Name,Type,Month,Year,MonthYear,AbsAmount,CumulativeBalance,Budget,BudgetUsedPct
2018-06-12,Grocery Store,12.55,debit,Groceries,Platinum Card,Expense,6,2018,2018-06,12.55,57814.09000000003,150.0,8.366666666666667
2018-06-12,Phone Company,89.46,debit,Mobile Phone,Checking,Expense,6,2018,2018-06,89.46,57903.55000000003,65.0,137.63076923076923
2018-06-14,Grocery Store,7.02,debit,Groceries,Platinum Card,Expense,6,2018,2018-06,7.02,57910.57000000003,150.0,4.68
2018-06-14,Credit Card Payment,283.44,credit,Credit Card Payment,Platinum Card,Income,6,2018,2018-06,283.44,58194.01000000003,,
2018-06-15,Power Company,60.0,debit,Utilities,Checking,Expense,6,2018,2018-06,60.0,58254.01000000003,150.0,40.0
2018-06-16,Starbucks,3.0,debit,Coffee Shops,Platinum Card,Expense,6,2018,2018-06,3.0,58257.01000000003,15.0,20.0
2018-06-16,Pizza Place,22.66,debit,Fast Food,Platinum Card,Expense,6,2018,2018-06,22.66,58279.670000000035,15.0,151.06666666666666
2018-06-16,Grocery Store,13.9,debit,Groceries,Platinum Card,Expense,6,2018,2018-06,13.9,58293.570000000036,150.0,9.266666666666667
2018-06-18,City Water Charges,35.0,debit,Utilities,Checking,Expense,6,2018,2018-06,35.0,58328.570000000036,150.0,23.333333333333332
2018-06-19,Shell,38.52,debit,Gas & Fuel,Platinum Card,Expense,6,2018,2018-06,38.52,58367.09000000003,75.0,51.36000000000001
2018-06-19,Grocery Store,2.69,debit,Groceries,Platinum Card,Expense,6,2018,2018-06,2.69,58369.780000000035,150.0,1.7933333333333332
2018-06-20,Barbershop,30.0,debit,Haircut,Silver Card,Expense,6,2018,2018-06,30.0,58399.780000000035,30.0,100.0
2018-06-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,6,2018,2018-06,75.0,58474.780000000035,75.0,100.0
2018-06-20,Credit Card Payment,89.45,credit,Credit Card Payment,Silver Card,Income,6,2018,2018-06,89.45,58564.23000000003,,
2018-06-21,Credit Card Payment,89.45,debit,Credit Card Payment,Checking,Expense,6,2018,2018-06,89.45,58653.68000000003,,
2018-06-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,6,2018,2018-06,2000.0,60653.68000000003,,
2018-06-23,Brunch Restaurant,8.5,debit,Restaurants,Silver Card,Expense,6,2018,2018-06,8.5,60662.18000000003,150.0,5.666666666666666
2018-06-23,Amazon,74.97,debit,Shopping,Platinum Card,Expense,6,2018,2018-06,74.97,60737.15000000003,100.0,74.97
2018-06-25,Credit Card Payment,942.76,credit,Credit Card Payment,Platinum Card,Income,6,2018,2018-06,942.76,61679.91000000003,,
2018-06-25,Internet Service Provider,74.99,debit,Internet,Checking,Expense,6,2018,2018-06,74.99,61754.90000000003,75.0,99.98666666666665
2018-06-26,Grocery Store,9.62,debit,Groceries,Silver Card,Expense,6,2018,2018-06,9.62,61764.52000000003,150.0,6.413333333333333
2018-06-27,Starbucks,3.5,debit,Coffee Shops,Silver Card,Expense,6,2018,2018-06,3.5,61768.02000000003,15.0,23.333333333333332
2018-06-27,Pizza Place,22.66,debit,Fast Food,Platinum Card,Expense,6,2018,2018-06,22.66,61790.68000000004,15.0,151.06666666666666
2018-06-28,Grocery Store,7.57,debit,Groceries,Silver Card,Expense,6,2018,2018-06,7.57,61798.25000000004,150.0,5.046666666666667
2018-07-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,7,2018,2018-07,13.13,61811.380000000034,100.0,13.13
2018-07-02,Movie Theater,25.0,debit,Movies & DVDs,Silver Card,Expense,7,2018,2018-07,25.0,61836.380000000034,0.0,
2018-07-02,American Tavern,36.44,debit,Restaurants,Silver Card,Expense,7,2018,2018-07,36.44,61872.820000000036,150.0,24.29333333333333
2018-07-02,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,Expense,7,2018,2018-07,1247.44,63120.26000000004,1100.0,113.40363636363637
2018-07-04,BP,34.48,debit,Gas & Fuel,Silver Card,Expense,7,2018,2018-07,34.48,63154.74000000004,75.0,45.97333333333333
2018-07-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,7,2018,2018-07,11.76,63166.500000000044,0.0,
2018-07-05,Grocery Store,44.25,debit,Groceries,Silver Card,Expense,7,2018,2018-07,44.25,63210.750000000044,150.0,29.5
2018-07-05,Amazon,212.32,debit,Shopping,Platinum Card,Expense,7,2018,2018-07,212.32,63423.07000000004,100.0,212.31999999999996
2018-07-06,Amazon Video,6.41,debit,Movies & DVDs,Platinum Card,Expense,7,2018,2018-07,6.41,63429.48000000005,0.0,
2018-07-06,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,7,2018,2018-07,2000.0,65429.48000000005,,
2018-07-08,Credit Card Payment,259.87,credit,Credit Card Payment,Platinum Card,Income,7,2018,2018-07,259.87,65689.35000000005,,
2018-07-09,Spotify,10.69,debit,Music,Platinum Card,Expense,7,2018,2018-07,10.69,65700.04000000005,11.0,97.18181818181819
2018-07-09,Credit Card Payment,242.16,credit,Credit Card Payment,Silver Card,Income,7,2018,2018-07,242.16,65942.20000000006,,
2018-07-09,Credit Card Payment,259.87,debit,Credit Card Payment,Checking,Expense,7,2018,2018-07,259.87,66202.07000000005,,
2018-07-10,Gas Company,30.0,debit,Utilities,Checking,Expense,7,2018,2018-07,30.0,66232.07000000005,150.0,20.0
2018-07-10,Grocery Store,5.39,debit,Groceries,Silver Card,Expense,7,2018,2018-07,5.39,66237.46000000005,150.0,3.5933333333333333
2018-07-10,Credit Card Payment,242.16,debit,Credit Card Payment,Checking,Expense,7,2018,2018-07,242.16,66479.62000000005,,
2018-07-11,Phone Company,89.46,debit,Mobile Phone,Checking,Expense,7,2018,2018-07,89.46,66569.08000000006,65.0,137.63076923076923
2018-07-14,Go Mart,33.51,debit,Gas & Fuel,Silver Card,Expense,7,2018,2018-07,33.51,66602.59000000005,75.0,44.68
2018-07-15,Circle K,36.24,debit,Gas & Fuel,Platinum Card,Expense,7,2018,2018-07,36.24,66638.83000000006,75.0,48.32
2018-07-17,Wendy's,15.23,debit,Fast Food,Silver Card,Expense,7,2018,2018-07,15.23,66654.06000000006,15.0,101.53333333333335
2018-07-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,7,2018,2018-07,35.0,66689.06000000006,150.0,23.333333333333332
2018-07-17,Power Company,60.0,debit,Utilities,Checking,Expense,7,2018,2018-07,60.0,66749.06000000006,150.0,40.0
2018-07-18,Irish Restaurant,28.54,debit,Alcohol & Bars,Platinum Card,Expense,7,2018,2018-07,28.54,66777.60000000005,50.0,57.08
2018-07-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,7,2018,2018-07,75.0,66852.60000000005,75.0,100.0
2018-07-20,Credit Card Payment,102.88,credit,Credit Card Payment,Platinum Card,Income,7,2018,2018-07,102.88,66955.48000000005,,
2018-07-20,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,7,2018,2018-07,2000.0,68955.48000000005,,
2018-07-20,Credit Card Payment,61.43,credit,Credit Card Payment,Silver Card,Income,7,2018,2018-07,61.43,69016.91000000005,,
2018-07-21,Grocery Store,28.93,debit,Groceries,Platinum Card,Expense,7,2018,2018-07,28.93,69045.84000000004,150.0,19.286666666666665
2018-07-21,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,7,2018,2018-07,30.0,69075.84000000004,30.0,100.0
2018-07-23,Credit Card Payment,61.43,debit,Credit Card Payment,Checking,Expense,7,2018,2018-07,61.43,69137.27000000003,,
2018-07-23,Starbucks,9.58,debit,Fast Food,Platinum Card,Expense,7,2018,2018-07,9.58,69146.85000000003,15.0,63.866666666666674
2018-07-24,American Tavern,26.59,debit,Restaurants,Platinum Card,Expense,7,2018,2018-07,26.59,69173.44000000003,150.0,17.726666666666667
2018-07-25,Internet Service Provider,74.99,debit,Internet,Checking,Expense,7,2018,2018-07,74.99,69248.43000000004,75.0,99.98666666666665
2018-07-26,Conoco,33.67,debit,Gas & Fuel,Silver Card,Expense,7,2018,2018-07,33.67,69282.10000000003,75.0,44.89333333333334
2018-07-28,Grocery Store,7.61,debit,Groceries,Silver Card,Expense,7,2018,2018-07,7.61,69289.71000000004,150.0,5.073333333333334
2018-07-30,American Tavern,34.38,debit,Restaurants,Silver Card,Expense,7,2018,2018-07,34.38,69324.09000000004,150.0,22.92
2018-07-31,Brewing Company,6.6,debit,Alcohol & Bars,Silver Card,Expense,7,2018,2018-07,6.6,69330.69000000005,50.0,13.200000000000001
2018-08-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,8,2018,2018-08,13.13,69343.82000000005,100.0,13.13
2018-08-02,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,Expense,8,2018,2018-08,1247.44,70591.26000000005,1100.0,113.40363636363637
2018-08-02,Credit Card Payment,816.27,credit,Credit Card Payment,Platinum Card,Income,8,2018,2018-08,816.27,71407.53000000006,,
2018-08-02,Shell,40.44,debit,Gas & Fuel,Silver Card,Expense,8,2018,2018-08,40.44,71447.97000000006,75.0,53.92
2018-08-03,Grocery Store,6.27,debit,Groceries,Silver Card,Expense,8,2018,2018-08,6.27,71454.24000000006,150.0,4.18
2018-08-03,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,8,2018,2018-08,2000.0,73454.24000000006,,
2018-08-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,8,2018,2018-08,11.76,73466.00000000006,0.0,
2018-08-06,Amazon,76.47,debit,Shopping,Platinum Card,Expense,8,2018,2018-08,76.47,73542.47000000006,100.0,76.47
2018-08-09,Spotify,10.69,debit,Music,Platinum Card,Expense,8,2018,2018-08,10.69,73553.16000000006,11.0,97.18181818181819
2018-08-09,Gas Company,30.0,debit,Utilities,Checking,Expense,8,2018,2018-08,30.0,73583.16000000006,150.0,20.0
2018-08-10,Phone Company,89.4,debit,Mobile Phone,Checking,Expense,8,2018,2018-08,89.4,73672.56000000006,65.0,137.53846153846155
2018-08-11,Valero,33.66,debit,Gas & Fuel,Platinum Card,Expense,8,2018,2018-08,33.66,73706.22000000006,75.0,44.879999999999995
2018-08-11,Chick-Fil-A,13.67,debit,Fast Food,Platinum Card,Expense,8,2018,2018-08,13.67,73719.89000000006,15.0,91.13333333333333
2018-08-15,Power Company,60.0,debit,Utilities,Checking,Expense,8,2018,2018-08,60.0,73779.89000000006,150.0,40.0
2018-08-15,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,8,2018,2018-08,5.64,73785.53000000006,150.0,3.7599999999999993
2018-08-15,Credit Card Payment,269.56,credit,Credit Card Payment,Silver Card,Income,8,2018,2018-08,269.56,74055.09000000005,,
2018-08-15,Credit Card Payment,159.38,credit,Credit Card Payment,Platinum Card,Income,8,2018,2018-08,159.38,74214.47000000006,,
2018-08-15,Shell,41.07,debit,Gas & Fuel,Platinum Card,Expense,8,2018,2018-08,41.07,74255.54000000007,75.0,54.76
2018-08-16,Credit Card Payment,269.56,debit,Credit Card Payment,Checking,Expense,8,2018,2018-08,269.56,74525.10000000006,,
2018-08-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,8,2018,2018-08,35.0,74560.10000000006,150.0,23.333333333333332
2018-08-17,Amazon,14.98,debit,Shopping,Platinum Card,Expense,8,2018,2018-08,14.98,74575.08000000006,100.0,14.980000000000002
2018-08-17,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,8,2018,2018-08,2000.0,76575.08000000006,,
2018-08-18,Amazon,23.47,debit,Shopping,Platinum Card,Expense,8,2018,2018-08,23.47,76598.55000000006,100.0,23.47
2018-08-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,8,2018,2018-08,75.0,76673.55000000006,75.0,100.0
2018-08-21,Credit Card Payment,99.76,credit,Credit Card Payment,Platinum Card,Income,8,2018,2018-08,99.76,76773.31000000006,,
2018-08-21,Credit Card Payment,34.18,credit,Credit Card Payment,Silver Card,Income,8,2018,2018-08,34.18,76807.49000000005,,
2018-08-22,Credit Card Payment,34.18,debit,Credit Card Payment,Checking,Expense,8,2018,2018-08,34.18,76841.67000000004,,
2018-08-24,American Tavern,42.31,debit,Restaurants,Platinum Card,Expense,8,2018,2018-08,42.31,76883.98000000004,150.0,28.20666666666667
2018-08-27,Internet Service Provider,74.99,debit,Internet,Checking,Expense,8,2018,2018-08,74.99,76958.97000000004,75.0,99.98666666666665
2018-08-30,Shell,35.65,debit,Gas & Fuel,Platinum Card,Expense,8,2018,2018-08,35.65,76994.62000000004,75.0,47.53333333333333
2018-08-31,Grocery Store,11.64,debit,Groceries,Platinum Card,Expense,8,2018,2018-08,11.64,77006.26000000004,150.0,7.76
2018-08-31,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,8,2018,2018-08,2000.0,79006.26000000004,,
2018-09-01,Brewing Company,47.4,debit,Alcohol & Bars,Platinum Card,Expense,9,2018,2018-09,47.4,79053.66000000003,50.0,94.8
2018-09-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,9,2018,2018-09,13.13,79066.79000000004,100.0,13.13
2018-09-02,Amazon,109.83,debit,Shopping,Platinum Card,Expense,9,2018,2018-09,109.83,79176.62000000004,100.0,109.83000000000001
2018-09-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,9,2018,2018-09,11.76,79188.38000000003,0.0,
2018-09-04,Credit Card Payment,687.29,credit,Credit Card Payment,Platinum Card,Income,9,2018,2018-09,687.29,79875.67000000003,,
2018-09-04,Mortgage Payment,1247.44,debit,Mortgage & Rent,Checking,Expense,9,2018,2018-09,1247.44,81123.11000000003,1100.0,113.40363636363637
2018-09-07,Gas Company,30.0,debit,Utilities,Checking,Expense,9,2018,2018-09,30.0,81153.11000000003,150.0,20.0
2018-09-09,Brewing Company,18.0,debit,Alcohol & Bars,Platinum Card,Expense,9,2018,2018-09,18.0,81171.11000000003,50.0,36.0
2018-09-09,Spotify,10.69,debit,Music,Platinum Card,Expense,9,2018,2018-09,10.69,81181.80000000003,11.0,97.18181818181819
2018-09-11,BP,38.86,debit,Gas & Fuel,Platinum Card,Expense,9,2018,2018-09,38.86,81220.66000000003,75.0,51.81333333333333
2018-09-11,Grocery Store,7.87,debit,Groceries,Platinum Card,Expense,9,2018,2018-09,7.87,81228.53000000003,150.0,5.246666666666667
2018-09-12,Phone Company,89.4,debit,Mobile Phone,Checking,Expense,9,2018,2018-09,89.4,81317.93000000002,65.0,137.53846153846155
2018-09-12,Grocery Store,47.16,debit,Groceries,Platinum Card,Expense,9,2018,2018-09,47.16,81365.09000000003,150.0,31.439999999999994
2018-09-13,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,9,2018,2018-09,5.64,81370.73000000003,150.0,3.7599999999999993
2018-09-14,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,9,2018,2018-09,2000.0,83370.73000000003,,
2018-09-14,Credit Card Payment,134.34,credit,Credit Card Payment,Platinum Card,Income,9,2018,2018-09,134.34,83505.07000000002,,
2018-09-17,Grocery Store,10.17,debit,Groceries,Platinum Card,Expense,9,2018,2018-09,10.17,83515.24000000002,150.0,6.78
2018-09-17,Grocery Store,8.8,debit,Groceries,Platinum Card,Expense,9,2018,2018-09,8.8,83524.04000000002,150.0,5.866666666666667
2018-09-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,9,2018,2018-09,35.0,83559.04000000002,150.0,23.333333333333332
2018-09-18,Grocery Store,4.32,debit,Groceries,Platinum Card,Expense,9,2018,2018-09,4.32,83563.36000000003,150.0,2.8800000000000003
2018-09-18,Power Company,60.0,debit,Utilities,Checking,Expense,9,2018,2018-09,60.0,83623.36000000003,150.0,40.0
2018-09-19,State Farm,75.0,debit,Auto Insurance,Checking,Expense,9,2018,2018-09,75.0,83698.36000000003,75.0,100.0
2018-09-19,Barbershop,30.0,debit,Haircut,Platinum Card,Expense,9,2018,2018-09,30.0,83728.36000000003,30.0,100.0
2018-09-20,Amazon,47.38,debit,Shopping,Platinum Card,Expense,9,2018,2018-09,47.38,83775.74000000003,100.0,47.38
2018-09-22,Hardware Store,69.4,debit,Home Improvement,Platinum Card,Expense,9,2018,2018-09,69.4,83845.14000000003,250.0,27.76
2018-09-22,Hardware Store,6.83,debit,Home Improvement,Platinum Card,Expense,9,2018,2018-09,6.83,83851.97000000003,250.0,2.732
2018-09-25,Sushi Restaurant,48.64,debit,Restaurants,Silver Card,Expense,9,2018,2018-09,48.64,83900.61000000003,150.0,32.42666666666666
2018-09-25,Internet Service Provider,74.99,debit,Internet,Checking,Expense,9,2018,2018-09,74.99,83975.60000000003,75.0,99.98666666666665
2018-09-26,Starbucks,5.0,debit,Coffee Shops,Platinum Card,Expense,9,2018,2018-09,5.0,83980.60000000003,15.0,33.33333333333333
2018-09-26,Exxon,38.0,debit,Gas & Fuel,Silver Card,Expense,9,2018,2018-09,38.0,84018.60000000003,75.0,50.66666666666667
2018-09-27,Valero,40.71,debit,Gas & Fuel,Platinum Card,Expense,9,2018,2018-09,40.71,84059.31000000004,75.0,54.28000000000001
2018-09-28,Credit Card Payment,128.12,credit,Credit Card Payment,Silver Card,Income,9,2018,2018-09,128.12,84187.43000000004,,
2018-09-28,Credit Card Payment,284.96,credit,Credit Card Payment,Platinum Card,Income,9,2018,2018-09,284.96,84472.39000000004,,
2018-09-28,Grocery Store,13.36,debit,Groceries,Platinum Card,Expense,9,2018,2018-09,13.36,84485.75000000004,150.0,8.906666666666666
2018-09-28,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,9,2018,2018-09,2000.0,86485.75000000004,,
2018-09-29,German Restaurant,46.7,debit,Restaurants,Platinum Card,Expense,9,2018,2018-09,46.7,86532.45000000004,150.0,31.133333333333336
2018-09-29,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,Expense,9,2018,2018-09,23.26,86555.71000000004,150.0,15.506666666666668
2018-10-01,Grocery Store,15.66,debit,Groceries,Platinum Card,Expense,10,2018,2018-10,15.66,86571.37000000004,150.0,10.440000000000001
2018-10-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,10,2018,2018-10,13.13,86584.50000000004,100.0,13.13
2018-10-01,Starbucks,3.0,debit,Coffee Shops,Platinum Card,Expense,10,2018,2018-10,3.0,86587.50000000004,15.0,20.0
2018-10-01,Credit Card Payment,128.12,debit,Credit Card Payment,Checking,Expense,10,2018,2018-10,128.12,86715.62000000004,,
2018-10-02,Credit Card Payment,124.03,credit,Credit Card Payment,Platinum Card,Income,10,2018,2018-10,124.03,86839.65000000004,,
2018-10-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,Expense,10,2018,2018-10,1209.18,88048.83000000003,1100.0,109.92545454545454
2018-10-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,10,2018,2018-10,11.76,88060.59000000003,0.0,
2018-10-06,American Tavern,27.0,debit,Restaurants,Silver Card,Expense,10,2018,2018-10,27.0,88087.59000000003,150.0,18.0
2018-10-08,Shell,38.06,debit,Gas & Fuel,Silver Card,Expense,10,2018,2018-10,38.06,88125.65000000002,75.0,50.74666666666667
2018-10-08,Hardware Store,80.65,debit,Home Improvement,Silver Card,Expense,10,2018,2018-10,80.65,88206.30000000002,250.0,32.26
2018-10-08,Hardware Store,31.2,debit,Home Improvement,Silver Card,Expense,10,2018,2018-10,31.2,88237.50000000001,250.0,12.479999999999999
2018-10-09,Gas Company,30.0,debit,Utilities,Checking,Expense,10,2018,2018-10,30.0,88267.50000000001,150.0,20.0
2018-10-09,Amazon,19.98,debit,Shopping,Platinum Card,Expense,10,2018,2018-10,19.98,88287.48000000001,100.0,19.98
2018-10-09,Spotify,10.69,debit,Music,Platinum Card,Expense,10,2018,2018-10,10.69,88298.17000000001,11.0,97.18181818181819
2018-10-10,Grocery Store,53.68,debit,Groceries,Silver Card,Expense,10,2018,2018-10,53.68,88351.85,150.0,35.78666666666667
2018-10-11,Phone Company,89.4,debit,Mobile Phone,Checking,Expense,10,2018,2018-10,89.4,88441.25,65.0,137.53846153846155
2018-10-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,10,2018,2018-10,2000.0,90441.25,,
2018-10-16,Power Company,60.0,debit,Utilities,Checking,Expense,10,2018,2018-10,60.0,90501.25,150.0,40.0
2018-10-17,City Water Charges,35.0,debit,Utilities,Checking,Expense,10,2018,2018-10,35.0,90536.25,150.0,23.333333333333332
2018-10-18,State Farm,75.0,debit,Auto Insurance,Checking,Expense,10,2018,2018-10,75.0,90611.25,75.0,100.0
2018-10-18,Grocery Store,33.55,debit,Groceries,Platinum Card,Expense,10,2018,2018-10,33.55,90644.8,150.0,22.366666666666664
2018-10-18,Hardware Store,45.24,debit,Home Improvement,Platinum Card,Expense,10,2018,2018-10,45.24,90690.04000000001,250.0,18.096
2018-10-18,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,Expense,10,2018,2018-10,8.0,90698.04000000001,150.0,5.333333333333334
2018-10-21,Credit Card Payment,544.37,credit,Credit Card Payment,Platinum Card,Income,10,2018,2018-10,544.37,91242.41,,
2018-10-22,BP,34.66,debit,Gas & Fuel,Platinum Card,Expense,10,2018,2018-10,34.66,91277.07,75.0,46.21333333333333
2018-10-22,Credit Card Payment,353.83,credit,Credit Card Payment,Silver Card,Income,10,2018,2018-10,353.83,91630.90000000001,,
2018-10-23,Grocery Store,7.57,debit,Groceries,Platinum Card,Expense,10,2018,2018-10,7.57,91638.47000000002,150.0,5.046666666666667
2018-10-25,Internet Service Provider,74.99,debit,Internet,Checking,Expense,10,2018,2018-10,74.99,91713.46000000002,75.0,99.98666666666665
2018-10-25,Amazon,29.98,debit,Shopping,Platinum Card,Expense,10,2018,2018-10,29.98,91743.44000000002,100.0,29.98
2018-10-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,10,2018,2018-10,2000.0,93743.44000000002,,
2018-10-27,American Tavern,25.4,debit,Restaurants,Silver Card,Expense,10,2018,2018-10,25.4,93768.84000000001,150.0,16.933333333333334
2018-10-28,Brewing Company,12.71,debit,Alcohol & Bars,Platinum Card,Expense,10,2018,2018-10,12.71,93781.55000000002,50.0,25.420000000000005
2018-10-28,Seafood Restaurant,14.75,debit,Food & Dining,Platinum Card,Expense,10,2018,2018-10,14.75,93796.30000000002,,
2018-10-28,Grocery Store,92.49,debit,Groceries,Platinum Card,Expense,10,2018,2018-10,92.49,93888.79000000002,150.0,61.65999999999999
2018-10-28,Italian Restaurant,54.0,debit,Restaurants,Platinum Card,Expense,10,2018,2018-10,54.0,93942.79000000002,150.0,36.0
2018-10-31,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,10,2018,2018-10,5.64,93948.43000000002,150.0,3.7599999999999993
2018-11-01,Amazon,13.13,debit,Shopping,Platinum Card,Expense,11,2018,2018-11,13.13,93961.56000000003,100.0,13.13
2018-11-02,Mortgage Payment,1209.18,debit,Mortgage & Rent,Checking,Expense,11,2018,2018-11,1209.18,95170.74000000002,1100.0,109.92545454545454
2018-11-02,Credit Card Payment,262.51,credit,Credit Card Payment,Platinum Card,Income,11,2018,2018-11,262.51,95433.25000000001,,
2018-11-03,Pizza Place,23.66,debit,Fast Food,Platinum Card,Expense,11,2018,2018-11,23.66,95456.91000000002,15.0,157.73333333333332
2018-11-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card,Expense,11,2018,2018-11,11.76,95468.67000000001,0.0,
2018-11-05,Shell,36.51,debit,Gas & Fuel,Platinum Card,Expense,11,2018,2018-11,36.51,95505.18000000001,75.0,48.67999999999999
2018-11-06,Amazon,53.95,debit,Shopping,Platinum Card,Expense,11,2018,2018-11,53.95,95559.13,100.0,53.949999999999996
2018-11-06,Gas Company,30.0,debit,Utilities,Checking,Expense,11,2018,2018-11,30.0,95589.13,150.0,20.0
2018-11-08,Grocery Store,5.64,debit,Groceries,Platinum Card,Expense,11,2018,2018-11,5.64,95594.77,150.0,3.7599999999999993
2018-11-09,Spotify,10.69,debit,Music,Platinum Card,Expense,11,2018,2018-11,10.69,95605.46,11.0,97.18181818181819
2018-11-09,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,11,2018,2018-11,2000.0,97605.46,,
2018-11-10,Chick-Fil-A,14.19,debit,Fast Food,Platinum Card,Expense,11,2018,2018-11,14.19,97619.65000000001,15.0,94.6
2018-11-10,Brewing Company,27.0,debit,Alcohol & Bars,Platinum Card,Expense,11,2018,2018-11,27.0,97646.65000000001,50.0,54.0
2018-11-10,Food Truck,24.4,debit,Groceries,Platinum Card,Expense,11,2018,2018-11,24.4,97671.05,150.0,16.266666666666666
2018-11-12,American Tavern,22.33,debit,Restaurants,Silver Card,Expense,11,2018,2018-11,22.33,97693.38,150.0,14.886666666666665
2018-11-12,Grocery Store,10.18,debit,Groceries,Platinum Card,Expense,11,2018,2018-11,10.18,97703.56,150.0,6.786666666666666
2018-11-13,Grocery Store,10.15,debit,Groceries,Platinum Card,Expense,11,2018,2018-11,10.15,97713.70999999999,150.0,6.766666666666667
2018-11-13,Phone Company,89.54,debit,Mobile Phone,Checking,Expense,11,2018,2018-11,89.54,97803.24999999999,65.0,137.75384615384615
2018-11-13,Grocery Store,4.8,debit,Groceries,Platinum Card,Expense,11,2018,2018-11,4.8,97808.04999999999,150.0,3.2
2018-11-13,Grocery Store,37.43,debit,Groceries,Platinum Card,Expense,11,2018,2018-11,37.43,97845.47999999998,150.0,24.953333333333333
2018-11-14,Power Company,60.0,debit,Utilities,Checking,Expense,11,2018,2018-11,60.0,97905.47999999998,150.0,40.0
2018-11-16,City Water Charges,35.0,debit,Utilities,Checking,Expense,11,2018,2018-11,35.0,97940.47999999998,150.0,23.333333333333332
2018-11-17,Brewing Company,22.8,debit,Alcohol & Bars,Platinum Card,Expense,11,2018,2018-11,22.8,97963.27999999998,50.0,45.6
2018-11-17,Hardware Store,15.47,debit,Home Improvement,Platinum Card,Expense,11,2018,2018-11,15.47,97978.74999999999,250.0,6.188000000000001
2018-11-17,Hardware Store,6.4,debit,Home Improvement,Platinum Card,Expense,11,2018,2018-11,6.4,97985.14999999998,250.0,2.56
2018-11-17,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,Expense,11,2018,2018-11,23.26,98008.40999999997,150.0,15.506666666666668
2018-11-19,Brewing Company,20.0,debit,Alcohol & Bars,Silver Card,Expense,11,2018,2018-11,20.0,98028.40999999997,50.0,40.0
2018-11-19,QuikTrip,29.15,debit,Gas & Fuel,Silver Card,Expense,11,2018,2018-11,29.15,98057.55999999997,75.0,38.86666666666667
2018-11-19,Hardware Store,10.02,debit,Home Improvement,Silver Card,Expense,11,2018,2018-11,10.02,98067.57999999997,250.0,4.008
2018-11-20,State Farm,75.0,debit,Auto Insurance,Checking,Expense,11,2018,2018-11,75.0,98142.57999999997,75.0,100.0
2018-11-20,Credit Card Payment,421.96,credit,Credit Card Payment,Platinum Card,Income,11,2018,2018-11,421.96,98564.53999999998,,
2018-11-21,Hardware Store,37.41,debit,Home Improvement,Platinum Card,Expense,11,2018,2018-11,37.41,98601.94999999998,250.0,14.963999999999999
2018-11-21,Grocery Store,5.64,debit,Groceries,Silver Card,Expense,11,2018,2018-11,5.64,98607.58999999998,150.0,3.7599999999999993
2018-11-23,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,Income,11,2018,2018-11,2000.0,100607.58999999998,,
2018-11-26,American Tavern,16.8,debit,Alcohol & Bars,Silver Card,Expense,11,2018,2018-11,16.8,100624.38999999998,50.0,33.6
2018-11-26,Internet Service Provider,74.99,debit,Internet,Checking,Expense,11,2018,2018-11,74.99,100699.37999999999,75.0,99.98666666666665
2018-11-27,Movie Theater,17.0,debit,Movies & DVDs,Silver Card,Expense,11,2018,2018-11,17.0,100716.37999999999,0.0,
